Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
10;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;TOTAUX EQUIPE;;;;;24;62;0,387096774;20;42;0,476190476;4;20;0,2;12;21;0,571428571;12;30;12;7;15;6;8;64;12;31;43;13;17;10;1;5;17;21;0;67;;TOTAUX EQUIPE
11;Championat de France;Domicile;Victoire;Saint-Amand;;Starter;S. Zellous;27;29;0,48;27,48;5;12;0,416666667;1;1;1;4;11;0,363636364;2;2;1;;;;;;;;16;0;3;3;7;1;1;0;0;2;1;26;19;1;S. Zellous
11;Championat de France;Domicile;Victoire;Saint-Amand;;Starter;K. Smalls;29;43;0,72;29,72;4;6;0,666666667;1;2;0,5;3;4;0,75;2;2;1;;;;;;;;13;0;3;3;4;2;0;0;0;1;2;25;16;3;K. Smalls
11;Championat de France;Domicile;Victoire;Saint-Amand;Capitaine;Starter;C. Heriaud;25;44;0,73;25,73;1;7;0,142857143;1;2;0,5;0;5;0;3;4;0,75;;;;;;;;5;2;2;4;5;1;0;0;0;2;2;13;6;6;C. Heriaud(C)
11;Championat de France;Domicile;Victoire;Saint-Amand;;Starter;K. Diaby;25;32;0,53;25,53;3;6;0,5;3;6;0,5;0;0;;2;2;1;;;;;;;;8;1;4;5;2;2;2;0;0;1;4;22;12;22;K. Diaby
11;Championat de France;Domicile;Victoire;Saint-Amand;;Starter;J. Salaun;20;19;0,32;20,32;5;6;0,833333333;3;3;1;2;3;0,666666667;2;4;0,5;;;;;;;;14;3;6;9;1;6;1;1;0;4;2;5;17;31;J. Salaun
11;Championat de France;Domicile;Victoire;Saint-Amand;;Banc;C. Causeur;3;54;0,9;3,9;1;2;0,5;1;2;0,5;0;0;;0;0;;;;;;;;;2;0;0;0;0;0;0;0;0;1;0;0;1;4;C. Causeur
11;Championat de France;Domicile;Victoire;Saint-Amand;;Banc;A. Gueye;17;35;0,58;17,58;3;4;0,75;2;3;0,666666667;1;1;1;2;2;1;;;;;;;;9;1;7;8;0;1;0;0;0;0;1;16;15;5;A. Gueye
11;Championat de France;Domicile;Victoire;Saint-Amand;;Banc;E. Lutbert;1;54;0,9;1,9;0;2;0;0;2;0;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;-2;-2;8;E. Lutbert
11;Championat de France;Domicile;Victoire;Saint-Amand;;Banc;C. Abraham;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;C. Abraham
11;Championat de France;Domicile;Victoire;Saint-Amand;;Banc;K. Burke;26;9;0,15;26,15;5;10;0,5;3;4;0,75;2;6;0,333333333;5;5;1;;;;;;;;17;0;7;7;3;3;0;2;0;1;3;31;21;25;K. Burke
11;Championat de France;Domicile;Victoire;Saint-Amand;;Banc;M. Lisowa Mbaka;21;41;0,68;21,68;5;6;0,833333333;4;4;1;1;2;0,5;4;5;0,8;;;;;;;;15;2;1;3;3;2;1;0;0;3;5;19;18;33;M. Lisowa Mbaka
11;Championat de France;Domicile;Victoire;Saint-Amand;;Banc;TOTAUX EQUIPE;;;;;32;61;0,524590164;19;29;0,655172414;13;32;0,40625;22;26;0,846153846;17;32;17;15;43;36;11;99;10;34;44;25;19;5;3;0;16;20;0;124;;TOTAUX EQUIPE
12;Championat de France;Domicile;Defaite;Tarbes;;Starter;K. Smalls;29;39;0,65;29,65;2;3;0,666666667;1;1;1;1;2;0,5;1;2;0,5;;;;;;;;6;1;7;8;5;4;0;1;0;0;2;-5;14;3;K. Smalls
